Gx,Gy,Tx,Ty,,D6S8S,D7S9S,D2S3S,D4S5S,D2S5S,D3S4S,D6T8T,D7T9T,D2T3T,D4T5T,D2T5T,D3T4T,,FS_1S,FS_1T,FS_2S,FS_2T,FS_3S,FS_3T,FS_4S,FS_4T,FS_5S,FS_5T,FS_6S,FS_6T,FS_7S,FS_7T,FS_8S,FS_8T,FS_9S,FS_9T,FS_Ave_S_G2 [2 3 4 5],FS_Ave_T_G2 [2 3 4 5],FS_Ave_S_G3 [6 7 8 9],FS_Ave_T_G3 [6 7 8 9],FS_Delta_S_G2 [2 3 4 5],FS_Delta_T_G2 [2 3 4 5],FS_Delta_S_G3 [6 7 8 9],FS_Delta_T_G3 [6 7 8 9],PeakMTF_1S,PeakMTF_1T,PeakMTF_2S,PeakMTF_2T,PeakMTF_3S,PeakMTF_3T,PeakMTF_4S,PeakMTF_4T,PeakMTF_5S,PeakMTF_5T,PeakMTF_6S,PeakMTF_6T,PeakMTF_7S,PeakMTF_7T,PeakMTF_8S,PeakMTF_8T,PeakMTF_9S,PeakMTF_9T,Date-Time
0.042,0.024,-0.075,0.42,,-34.2,7.2,-49,36.4,1.4,14,-32.6,11.8,-23.2,27,13,9.2,,--,-3.8,-22.8,5.8,26.2,29,12.2,19.8,-24.2,-7.2,-22,-15.6,-4.8,11.2,12.2,17,-12,-0.6,-2.1,11.9,-6.6,3,50.4,36.2,34.2,32.6,68.7,70.1,67.8,61.4,62,55.2,64.1,48,66.3,60.3,63.3,64.7,66.4,64.5,63.3,65.3,64.6,66,2025/05/22/17:23:40
0.076,0.022,0.13,0.365,,-6.4,7.8,-21.2,9,2,14.2,-4.2,13.6,4.2,-1.2,13,10,,--,-3.2,-8.8,19.4,12.4,15.2,-1.8,5.2,-10.8,6.4,-8.4,-1.4,-5,11.8,-2,2.8,-12.8,-1.8,-2.3,11.6,-7,2.9,23.2,14.2,10.8,13.6,69.3,70.1,68,60.8,62.8,54.3,64.8,47.1,66.9,60.3,63.6,65.1,66.7,65.3,63.3,64.3,65.1,66.1,2025/05/22/17:23:49
-0.032,0.056,-0.315,0.195,,34.4,-13.6,18.2,-29.2,-18.6,-7.6,30.6,-5.4,38,-31.2,-4.6,-11.4,,--,-3.8,-1,25.4,-19.2,-12.6,-11.6,-1.2,17.6,30,11.8,14.8,-16.2,2,-22.6,-15.8,-2.6,7.4,-3.5,10.4,-7.4,2.1,36.8,42.6,34.4,30.6,70.2,71,67.8,64,66.6,58.2,67,50.6,70,60.9,65.7,68.3,70.2,69.2,65,66.3,69.3,69.3,2025/05/22/17:23:59
0.002,-0.025,-0.305,-0.01,,-15.4,29.4,-43,4.8,1.8,40,-14.6,23.8,-22.4,-6.2,0.6,29.2,,--,0.8,-16.2,21.4,26.8,43.8,-13.2,14.6,-18,20.8,-13.8,-1.2,10.2,18,1.6,13.4,-19.2,-5.8,-5.1,25.1,-5.3,6.1,44.8,29.2,29.4,23.8,64.2,65,54.1,56,63.6,40.1,48.5,39.9,62.5,46.9,61,61.5,52.3,50.2,53.6,52.4,58.5,55.8,2025/05/22/17:24:11
-0.058,-0.064,-0.425,-0.07,,-35.2,26.6,-57.6,31.6,7.8,33.8,-34.6,20.6,-38.6,28.4,8.4,18.6,,--,0.4,-20.6,8.8,37,47.4,3.2,28.8,-28.4,0.4,-24.2,-11.8,9.4,16.4,11,22.8,-17.2,-4.2,-2.2,21.3,-5.2,5.8,65.4,47,35.2,34.6,65.1,69.1,55.3,55.2,67.6,42.1,50.8,42.3,64.4,52.1,61.3,65,57.6,49.9,56.8,60.5,62.4,55.9,2025/05/22/17:24:22
0.058,0.038,0.205,-0.185,,4.2,-20.4,-11.8,1.2,-27,-16.4,1.2,-19,4,-2.8,-22,-23.2,,--,-2.4,-18,6,-6.2,2,10.2,25.2,9,28,-3,2.6,-17.4,-2.8,-7.2,1.4,3,16.2,-1.2,15.3,-6.2,4.3,28.2,26,20.4,19,71.6,73.2,68.5,64.3,70.1,52.6,63.8,49.5,70.1,59.9,66.9,68.7,69,66.8,64.5,66.8,69.3,68.1,2025/05/22/17:24:33
-0.034,0.062,-0.265,-0.49,,12.2,29.6,-8.2,-8.2,17.8,34.2,7.8,25,6.4,-5.6,17.2,16.4,,--,1.2,8.8,32.2,17,25.8,-17.2,9.4,-9,15,-0.4,8.6,10.6,19,-12.6,0.8,-19,-6,-0.1,20.6,-5.3,5.6,34.2,22.8,29.6,25,67.2,72,59.8,53,67.2,45.6,54.4,45.9,63.4,53.7,62.9,67.2,61.9,53.5,59.1,65.3,66.4,57.2,2025/05/22/17:24:43
-0.062,-0.007,0.41,0.04,,32.4,-23.6,13,-24.4,-32,-20.6,24.6,-28,25.4,-20.8,-30,-34.6,,--,-0.8,-6.4,17.6,-19.4,-7.8,1.2,26.8,25.6,47.6,11.2,16,-16.8,-6,-21.2,-8.6,6.8,22,0.3,21.1,-5,5.8,45,55.4,32.4,30.6,70.4,73.4,62.8,53.7,69.3,46.7,60.7,48.6,66.5,56.7,65.2,67.6,65.8,59.3,63.1,67.6,70.3,64.8,2025/05/22/17:24:55
0.007,0.046,-0.34,-0.39,,-5.2,5.2,-25.2,4.2,-9.8,11.2,-3.8,3,-9.4,-7.6,-8.6,8.4,,--,-0.4,-14.4,16,10.8,25.4,-0.4,17,-4.6,24.6,-8.8,2.2,-4.4,7.8,-3.6,6,-9.6,4.8,-2.1,20.8,-6.6,5.2,25.2,9.4,6,5.6,66.4,66.8,59.4,59.5,63.6,42.1,52,41.1,64.5,53.6,63.1,64.3,56.4,55.3,56.6,55.2,61.5,59.8,2025/05/22/17:25:07
0.03,0.047,-0.33,-0.405,,2.2,23.8,-21,-0.6,8.8,30.4,-1.8,19.2,-4.8,1.8,9.4,12.4,,--,2,-1.8,28.4,19.2,33.2,-11.2,20.8,-10.6,19,-6.8,4.4,9,15.6,-9,6.2,-14.8,-3.6,-1.1,25.4,-5.4,5.7,30.4,14.2,23.8,19.2,64.1,70.1,54,47.9,63.1,41.5,51.1,43,61.2,50.8,59.9,65.5,57.1,45,55.4,61.6,65.3,54.7,2025/05/22/17:25:17
0.02,-0.037,0.105,-0.34,,9.2,4,-9.2,0.2,-2.2,6.8,-0.8,4.8,5.4,8.8,2.4,-11.8,,--,-2,-4.4,14.8,4.8,9.4,-2,21.2,-2.2,12.4,-1,1.6,-5.8,8.4,-10.2,2.4,-9.8,3.6,-1,14.4,-6.7,4,9.2,11.8,9.2,6.8,71.3,71.9,65.1,58.3,68.4,55.9,60.3,48.7,65.7,55.9,66.3,66.1,67.9,67.3,65.1,67.2,69.4,65.9,2025/05/22/17:25:27
-0.067,-0.032,0.085,-0.34,,18.6,-40.2,2.2,-11.2,-43.4,-34.4,12.2,-31.4,17.6,-9.6,-31.2,-39.2,,--,-3,-20.6,4.2,-22.8,-13.4,11.6,25.8,22.8,35.4,5,6.8,-29,-10,-13.6,-5.4,11.2,21.4,-2.3,13,-6.6,3.2,45.6,48.8,40.2,31.4,70.9,71.4,67.2,64.2,68,59,66.5,52.7,70.4,59.2,65.9,67,71.7,69.9,65.7,66.9,69.7,70,2025/05/22/17:25:37
-0.066,-0.007,0.4,-0.115,,-27.8,0.8,-43.6,32.2,-6.2,5.2,-31.6,6,-24.4,34.8,4.6,-5.8,,--,-3.2,-23,-0.4,20.6,24,15.4,29.8,-16.8,-5,-17.6,-14,-7,9.4,10.2,17.6,-7.8,3.4,-0.9,12.1,-5.5,4.1,43.6,34.8,27.8,31.6,71.3,73.2,68.7,66.4,68.3,57.5,64.3,52,70.7,60.6,67.1,69,70.4,69.3,66.7,68,70.2,68.6,2025/05/22/17:25:46
-0.027,-0.064,0.23,-0.04,,25.8,39.4,6.6,-18,30,41.4,16.2,36.2,20.2,-11,31,21.8,,--,-0.2,20.4,38.8,13.8,18.6,-27.6,-3.2,-9.6,7.8,6.8,10.8,13.2,23.2,-19,-5.4,-26.2,-13,-0.7,15.5,-6.3,3.9,48,42,39.4,36.2,69.8,72.5,65.2,58,68.9,50.9,58,47.7,64.3,55.6,66.3,69.1,67.3,63.7,62.9,67.9,68.5,61.3,2025/05/22/17:25:57
0.03,-0.064,0.175,0.27,,-15.2,3.4,-32.2,17.2,-5.6,9.4,-14.4,5.6,-12.6,4,-1.6,7,,--,-2,-16.6,12.4,15.6,25,6.2,18,-11,14,-13.2,-4.4,-6.2,8.2,2,10,-9.6,2.6,-1.5,17.4,-6.7,4.1,32.2,12.6,15.2,14.4,67.7,68,64.3,61.7,64.5,47.8,56.8,43.1,65.6,56.3,63.9,64.7,60.5,61.6,59.5,59.7,62.8,62.3,2025/05/22/17:26:07
-0.011,0.054,0.07,-0.145,,-7.6,-17.2,-25.6,13,-27.8,-15.2,-10.2,-20.2,-10.6,5.2,-27.4,-22,,--,-0.8,-23.8,2.8,1.8,13.4,17,35.4,4,30.2,-8.8,-1,-14,-2.4,-1.2,9.2,3.2,17.8,-0.3,20.4,-5.2,5.9,40.8,32.6,17.2,20.2,69.4,71.9,63.3,60.4,68,44.9,57.5,45.4,67.9,57.6,65.9,69,62.3,59.6,60.5,62.6,66.6,63.2,2025/05/22/17:26:20
-0.015,-0.031,0.28,0.105,,26.6,19,8.2,-17.4,12.6,21.8,19.2,21,22,-14,15.8,7.8,,--,-1.6,11.6,30.4,3.4,8.4,-18.4,0.6,-1,14.6,8.8,11.2,2.6,16.8,-17.8,-8,-16.4,-4.2,-1.1,13.5,-5.7,3.9,30,29.8,26.6,24.8,71.2,73,68.1,62.7,69.5,55.1,62.6,50.6,67.7,57.9,67.5,69.2,69.6,70.3,66.4,67.9,70.8,66.2,2025/05/22/17:26:29
-0.042,0.061,0.2,0.16,,-28.2,-8,-43.6,21,-19.4,3.2,-23.6,-8.2,-22.2,8,-14.8,-0.6,,--,-3,-28.8,5.2,14.8,27.4,11.6,28,-9.4,20,-20,-7.4,-17.4,2.2,8.2,16.2,-9.4,10.4,-2.9,20.2,-9.7,5.3,43.6,22.8,28.2,23.6,64.1,61.2,60.3,56.9,54.4,45.3,50.7,36.7,59.8,53,59.8,57.4,50.7,57.3,53.9,46.9,52.9,59.1,2025/05/22/17:26:40
-0.064,-0.052,-0.245,0.03,,16.6,2,-0.4,-12.8,-6.4,6.8,15.6,4.6,18.6,-21.4,0.8,3.6,,--,-2.6,-1.2,26.2,-0.8,7.6,-7.6,4,5.2,25.4,3.6,10.4,-6.6,8.2,-13,-5.2,-8.6,3.6,-1.1,15.8,-6.2,4.2,12.8,22.2,16.6,15.6,69.3,71.1,67.8,63.6,66.3,50.6,62.6,46.9,68.1,59.1,65.3,67.2,66.5,66.6,62.7,63.7,66.7,65.6,2025/05/22/17:26:51
0.015,-0.016,-0.475,-0.035,,-5.2,19.4,-20.4,9.2,10.6,21.8,-5.4,19.4,-2.8,4.6,15.6,13.8,,--,-1.8,-3,20,17.4,22.8,-4.4,9,-13.6,4.4,-7.6,-0.4,3,15,-2.4,5,-16.4,-4.4,-0.9,14.1,-5.9,3.8,31,18.4,19.4,19.4,70.6,72.8,68.1,64.3,70.6,52.8,61,48.4,68.8,58.7,65.8,68.7,68,66.2,64.5,66.9,68.1,65.1,2025/05/22/17:27:00
0.047,-0.041,0.47,-0.445,,8.6,-32.4,-9.4,-4,-41.2,-27.8,6.2,-31.6,5.6,-13.2,-40,-32.4,,--,-1.8,-23.4,4.8,-14,-0.8,13.8,31.6,17.8,44.8,-1.6,6.8,-22.6,-9.4,-10.2,0.6,9.8,22.2,-1.5,20.1,-6.2,5,41.2,45.6,32.4,31.6,69.7,71.2,63.8,60.8,66,44,58.4,44.3,68.3,58.3,66,68.9,62.9,59.7,59.4,59.7,66.7,63.7,2025/05/22/17:27:12
-0.037,-0.043,0.025,0.075,,-24.8,41,-55.4,9.8,4.2,49.8,-22,32.2,-31,-4.8,0.8,36.6,,--,1,-20.8,20.6,34.6,51.6,-15.2,15,-25,19.8,-19.8,-4,16,22.8,5,18,-25,-9.4,-6.6,26.8,-6,6.9,59.6,36.6,41,32.2,60.6,59.9,50.3,52.3,59.7,37.2,44.3,36,58.7,41,58,57.8,47,45.4,49.5,44.2,54.8,53.2,2025/05/22/17:27:25
0.027,0.063,-0.12,0.475,,-23.2,-21.6,-42.2,18,-35.6,-11.4,-22.4,-24.6,-22.6,9.8,-34.2,-21.4,,--,-1.4,-36,-3.6,6.2,19,17.6,40.4,-0.4,30.6,-17.6,-6.8,-17.2,-5.2,5.6,15.6,4.4,19.4,-3.1,21.6,-6.2,5.8,53.6,44,23.2,26.2,66,66.8,59.8,59.3,61.8,41.1,51,40.2,65.2,54.6,63.2,65.3,55.5,54.2,55.7,54,60.9,59.9,2025/05/22/17:27:37
-0.022,0.054,0.29,-0.27,,35.4,12,15.4,-24.8,6.2,15.6,24.2,15.2,26,-16.6,12.6,3.2,,--,-3,10.8,28.4,-4.6,2.4,-20.2,-0.8,4.6,15.8,13,12.8,-2.8,13,-22.4,-11.4,-14.8,-2.2,-2.3,11.5,-6.8,3,31,29.2,35.4,24.4,71,70.8,65.6,63.2,66.5,57.4,62.2,52.1,68,56.3,67.9,67.5,68.9,70.7,65.6,64.9,68.9,68.5,2025/05/22/17:27:47
-0.023,-0.065,0.25,-0.1,,29.2,32.4,10.2,-21.2,24.2,35.2,22.2,31.8,24,-18.8,26.4,21.2,,--,-1.6,18.8,37.4,8.6,13.4,-26.6,-7.8,-5.4,11,9.6,13,9.6,21.4,-19.6,-9.2,-22.8,-10.4,-1.1,13.5,-5.8,3.7,45.4,45.2,32.4,31.8,70.9,72.5,68.3,62.9,70.7,53.8,61.6,50,67.5,57.2,67.8,69.9,69.4,68.5,65.5,67.9,69.8,65.4,2025/05/22/17:27:57
-0.052,-0.054,0.28,-0.045,,-24.8,-13.4,-41.4,27,-23.8,-9.4,-25,-15,-23.8,21.4,-21.8,-19.4,,--,-1.4,-29.4,-3,12,20.8,21.4,40.2,-5.6,18.8,-18,-9.4,-12.6,-0.6,6.8,15.6,0.8,14.4,-0.4,19.2,-5.8,5,50.8,43.2,24.8,25,69.2,71.5,64.2,60.3,68.6,45.8,57.4,45.3,68.2,57.6,65.7,68.3,63.1,59.2,60.9,63.7,66.8,62.6,2025/05/22/17:28:08
0.005,-0.054,0.465,0.23,,-22,-2.4,-43.2,22.4,-18.2,2.6,-21.8,-8,-27.2,15.6,-17,-5.4,,--,-0.2,-27.2,3,16,30.2,13.4,35.6,-9,20,-17.2,-6,-6.4,2.8,4.8,15.8,-4,10.8,-1.7,22.2,-5.7,5.9,43.2,32.6,22,21.8,67.2,69.9,58.7,57.1,66.8,42.1,52.2,43.2,66.2,54.4,63.2,66.9,58.7,52.6,57.8,60,64.2,59.4,2025/05/22/17:28:19
-0.002,-0.077,0.45,0.45,,-4.8,17.4,-26.4,7,3.8,23.2,-9.2,11,-10.2,10.6,4.6,4.2,,--,1.6,-6.8,22.8,19.6,33,-3.6,28.8,-10.6,18.2,-9.4,1.4,6.6,11.2,-4.6,10.6,-10.8,0.2,-0.4,25.7,-4.5,5.8,30.2,14.8,17.4,11,65,70.7,54.7,46.5,63.5,42,51.7,42.7,61.4,51.8,60.2,66.1,58.1,45.5,56.5,62.9,66.5,55.2,2025/05/22/17:28:30
0.04,-0.013,0.19,0.475,,31.8,29.4,11.2,-21,22.4,32.2,20.4,24.6,26,-8.4,22,4.4,,--,0.2,18.4,36,7.2,10,-25,5.6,-4,14,9.4,13.4,8,18.2,-22.4,-7,-21.4,-6.4,-0.9,16.4,-6.6,4.6,43.4,30.4,31.8,25.2,68.2,69.9,61.2,49.3,63.6,49.7,56.4,44.5,58.4,52.2,64,64.3,64.4,61,62.3,65.1,66.6,60,2025/05/22/17:28:40
0.002,0.075,0.49,0.065,,-19.6,-37,-32,19.8,-39.8,-27.6,-16.8,-31.2,-11.6,3.4,-31.2,-23,,--,-3.4,-34,-0.2,-2,11.4,25.6,34.4,5.8,31,-14.8,-5,-30.2,-9,4.8,11.8,6.8,22.2,-1.2,19.1,-8.3,5,59.6,34.6,37,31.2,65.7,63.8,64,58.6,53.7,47.3,58.8,39,60.9,57.3,61,60,56.4,61,55.2,50.6,54.1,61.6,2025/05/22/17:28:53
-0.062,-0.036,-0.34,0.475,,-7,-14.2,-21.2,8.8,-20,-7.6,-5.2,-9.2,-3.2,-1.8,-13.2,-8.2,,--,-2.8,-18.8,8.6,2.4,11.8,10,20,1.2,21.8,-8.2,-0.2,-14.6,1.6,-1.2,5,-0.4,10.8,-1.3,15.6,-6.1,4.3,28.8,13.2,14.2,11,69,69.8,67.1,63,64.8,50.1,62,44.9,67.2,59.1,64.9,66.3,64.1,65.3,61.6,61.6,64.7,65.3,2025/05/22/17:29:03
-0.036,0.055,-0.18,-0.405,,6.2,25.2,-13.8,-4.4,11,29.2,4.8,20.6,1.4,-9.6,10,18.2,,--,0.4,2.6,27.4,16.4,26,-12.8,7.8,-8.4,17.4,-3,7.2,8.4,16.6,-9.2,2.4,-16.8,-4,-0.5,19.7,-5.2,5.5,29.2,19.6,25.2,20.6,67.5,70.5,61.4,58.2,68.4,45.9,54.3,45.6,65.8,53.9,63.9,67.2,61.6,57.2,59,61.9,64.7,59.7,2025/05/22/17:29:14
0.06,0.078,-0.33,-0.43,,-16.2,25,-33.6,22.8,17.6,28.4,-20.8,25.2,-15.6,26.8,22,10.8,,--,-2.4,-6.2,12.8,27.4,28.4,-1,17.6,-23.8,-9.2,-12.8,-8.6,4.8,18,3.4,12.2,-20.2,-7.2,-0.9,12.4,-6.2,3.6,51.2,37.6,25,26.6,71.4,73.4,69.7,64.6,70.2,56.7,61.3,50.2,69.4,58.8,67.5,69.4,69.9,69.5,66.2,68.1,69.8,65.9,2025/05/22/17:29:23
-0.007,0.074,0.075,-0.255,,24.8,34,6,-17.4,25.4,36.8,18.4,34.8,20.4,-15.4,29,24,,--,-2.2,17.4,36.2,11.4,15.8,-25.4,-8.2,-8,7.2,7.4,11.2,10,23,-17.4,-7.2,-24,-11.8,-1.1,12.8,-6,3.8,42.8,44.4,34,34.8,71.3,73.3,68.8,64.4,70.6,54.8,61.6,50.4,68.7,58.2,68,70.4,70.2,69.3,65.6,68.6,69.7,65.3,2025/05/22/17:29:33
0,0.049,-0.49,0.22,,4.6,16,-11.6,-0.6,7.8,20,4.2,18.2,8.4,-10.8,13.4,15.8,,--,-2.2,-0.4,25.6,11.2,17.2,-8.8,1.4,-8.2,12.2,-3.6,3.4,0,14,-8.2,-0.8,-16,-4.2,-1.6,14.1,-7,3.1,20,24.2,16,18.2,69.2,70.5,67.6,63.1,67.9,51.6,61.8,46.5,67.4,59.1,65.3,66.9,66.1,65.8,62.8,64.5,66.2,65.3,2025/05/22/17:29:42
-0.025,0.063,-0.38,-0.37,,15.6,10.6,-0.2,-11.2,4.4,15.8,14,15.4,25.2,-18,18,10.8,,--,-3.4,3.4,31.4,3.6,6.2,-12.2,-4.6,-1,13.4,3.6,8.4,-2.8,13.4,-12,-5.6,-13.4,-2,-1.6,11.6,-6.2,3.5,15.8,36,17,19,70,71.4,68.6,62.2,65.1,55.4,65.4,48,68.3,61,65.1,67.3,68.4,67.1,63.9,65.5,66.5,67.9,2025/05/22/17:29:51
0.058,0.065,0.055,0.42,,-11.4,-42.4,-25.6,15.2,-46.4,-36,-13.2,-34.4,-6.6,9.6,-34.2,-37.2,,--,-3.4,-34.8,-7,-9.2,-0.4,26.8,36.8,11.6,27.2,-10,-4.6,-28.8,-10.8,1.4,8.6,13.6,23.6,-1.4,14.1,-6,4.2,61.6,43.8,42.4,34.4,70.2,71.8,69.2,64.8,65.7,54.5,66.4,49.8,69.9,61,65.3,67.1,69.4,68.1,64,65.3,68.8,68.8,2025/05/22/17:30:01
0.078,0.025,-0.495,0.27,,28.8,13.8,9,-20.2,6.4,17.6,20.2,12.2,23.2,-13,8.6,-1.6,,--,-1,10,29.6,1,6.4,-16.6,8,3.6,21,9,12.8,0.2,11.8,-19.8,-7.4,-13.6,-0.4,-0.5,16.3,-6,4.2,26.6,23.2,28.8,20.2,69.8,72.2,64.5,56.5,68.5,51.9,60.1,48.3,64.1,55.5,66.1,67.6,67.3,64.2,64.4,67.8,69.7,63.1,2025/05/22/17:30:11
-0.068,0.034,-0.3,-0.205,,3.8,-1,-12.4,2.4,-7.4,2.6,0.8,2.8,4.8,0,-0.4,-5.2,,--,-2.8,-8.6,14,3.8,9.2,1.2,14.4,-1.2,14.4,-2.4,2.6,-8,7.4,-6.2,1.8,-7,4.6,-1.2,13,-5.9,4.1,12.4,5.2,5.6,5.6,70.8,72.7,68.7,65.7,69.5,55.8,65.2,50.9,70.2,60.5,66.7,69.7,70.3,69.5,65.4,68,69.3,67.8,2025/05/22/17:30:20
-0.07,-0.046,0.045,0.445,,41.2,0,22.2,-33.4,-6.8,4.4,33.4,6.2,38,-30.4,4.2,-3.4,,--,-3,7.6,29.8,-14.6,-8.2,-19,-4.8,14.4,25.6,15.4,16.6,-9.2,8,-25.8,-16.8,-9.2,1.8,-2.9,10.6,-7.2,2.4,33.4,38,41.2,33.4,71.2,71.8,67,65.1,68.3,58.8,66.3,52.9,70.5,59.5,67.4,69.2,70.7,70.7,65.9,67.8,69.9,69.7,2025/05/22/17:30:30
0.064,-0.038,0.145,0.385,,3.4,-31.4,-14,2.6,-38.6,-27.2,-1.4,-31,0.4,3.4,-34.2,-38,,--,-2,-23.4,2,-9.4,1.6,17.8,39.6,15.2,36.2,-3,2.6,-21.8,-8.2,-6.4,4,9.6,22.8,0,19.8,-5.4,5.3,41.2,38,31.4,31,71.2,73.4,65.3,58.2,70,49.4,61.8,49.5,69.1,59.1,66.7,68.6,67.2,62.3,64.1,67.6,70.2,66.2,2025/05/22/17:30:41
-0.058,0.025,0.31,-0.395,,-26.8,22.8,-43.4,27.4,11.6,27.6,-24.4,22.6,-21.6,15,15,21.6,,--,-2,-13,14.6,30.4,36.2,2.8,14.6,-24.6,-0.4,-18.6,-9.4,5,16.8,8.2,15,-17.8,-5.8,-1.1,16.3,-5.8,4.1,55,36.6,26.8,26.2,68.2,68.9,64.4,61,67.5,48.9,56.3,43.9,65.8,55.6,64.2,64.7,61.2,60.9,60.4,61.8,62.9,61,2025/05/22/17:30:51
-0.036,0.012,-0.205,0.46,,14.2,10.8,-7.8,-12.8,-3.8,16.8,9.2,5.6,5.8,-10.8,-3.6,1.4,,--,1.2,-1.8,27.8,6,22,-10.8,20.6,2,31.4,-0.6,10.2,2.4,10.2,-14.8,1,-8.4,4.6,-1.1,25.4,-5.4,6.5,16.8,10.8,17.2,9.2,65.5,70.3,54.5,47.9,63.3,41.2,51.9,43.6,62,51.7,60.5,66.1,57.7,45.3,56.5,61.9,66.4,56.2,2025/05/22/17:31:02
-0.014,-0.062,0.395,0.13,,27.4,-25.4,10.4,-20.6,-29.8,-19.6,21.6,-19.6,25.6,-20,-23,-28.6,,--,-2.4,-9,13.4,-19.4,-12.2,0.2,16.4,20.8,36.4,9,11.8,-20.6,-4,-18.4,-9.8,4.8,15.6,-1.9,13.5,-6.3,3.4,40.2,48.6,29.6,25.4,71.6,73,67.4,64.2,70.1,56.5,65.8,51.9,70.7,59.7,67.2,68.6,70.6,69.5,66.1,67.5,70.8,69.2,2025/05/22/17:31:13
0.042,0.034,0.225,-0.1,,17.8,-1,1.4,-11.2,-6.8,3,12,5.4,18.2,-10.4,4.8,-3,,--,-3.6,-2.4,20.4,-3.8,2.2,-6.8,5.2,4.4,15.6,4.4,6.2,-8.6,7.6,-13.4,-5.8,-7.6,2.2,-2.1,10.9,-6.3,2.6,11.2,18.2,17.8,13.4,71.4,72.3,68,64.7,67.7,58.6,66.4,52.6,70.8,60,67.3,69.4,71,69.8,65.9,67.5,71,69.4,2025/05/22/17:31:22
0.041,-0.03,-0.405,0.09,,-3.4,31,-18.8,5.2,21,34.6,-1.2,31.2,2.4,-6.8,26.2,30.6,,--,-2,3.6,30.4,22.4,28,-12.2,-2.6,-17.4,4.2,-6.4,2.2,8.4,21.2,-3,3.4,-22.6,-10,-0.9,15,-5.9,4.2,39.8,33,31,31.2,68.4,69,65.7,60.7,66,50.3,58.6,44.3,65.4,56.9,63.9,64.1,63.1,63.7,61.3,61.9,62.4,62.7,2025/05/22/17:31:32
-0.036,0.042,-0.36,-0.01,,-12.8,13.2,-27.4,14,6.8,20.2,-9.2,18.8,0.2,0.8,20,19,,--,-3.8,-9,22.6,18.4,22.4,-1.8,3.4,-15.8,2.6,-11.6,-3.6,-2.6,14.2,1.2,5.6,-15.8,-4.6,-2.1,12.8,-7.2,2.9,34.2,20,17,18.8,66.7,67.1,65.4,57.1,59.3,52.1,62.2,43.5,63.2,58.6,61.3,60.7,62.7,62.6,60.9,60.4,61.9,63.9,2025/05/22/17:31:41
-0.024,0.053,-0.195,0.195,,11.4,35.2,-7,-6.2,24,37.2,10.4,33,10.4,-16.2,25.2,31,,--,-0.8,11.2,35.6,18.2,25.2,-19,-5.8,-12.8,10.4,0.6,8.8,11,22.4,-10.8,-1.6,-24.2,-10.6,-0.6,16.4,-5.9,4.7,37.2,41.4,35.2,33,68.8,70.7,65.7,62.1,69.3,49.4,58.2,46.3,66.9,56.4,64.9,67.1,64.6,63.5,61.6,64.2,65.4,62.7,2025/05/22/17:31:50
0.014,0.02,-0.245,-0.345,,13.2,1.2,-5.4,-3.8,-5.8,3.4,4.8,-4.2,9.2,4.8,-5.2,-19.2,,--,0,-2.4,19.8,3,10.6,-0.4,29.8,3.4,25,1.6,7.4,-4,5.4,-11.6,2.6,-5.2,9.6,0.9,21.3,-4.8,6.3,5.8,19.2,13.2,7,68.9,71.7,60.1,47.3,65.1,47.6,56.9,45.5,60.3,53.7,63.2,63.8,63.6,56.2,62.4,67.2,68.4,60.5,2025/05/22/17:32:00
-0.05,0.033,0.33,0.245,,-23.6,-25.8,-38.4,28.8,-32.6,-23,-26.6,-23.6,-23.2,25.8,-27,-29.6,,--,-2.6,-33.4,-8.8,5,14.4,28,44,-0.8,18.2,-16.4,-10.2,-19.4,-4.8,7.2,16.4,6.4,18.8,-0.3,16.9,-5.5,5.1,61.4,52.8,26.6,29,70.9,73.3,68.1,63.5,69.6,52.4,63.1,48.8,70.5,59.9,66.9,68.4,68.3,66,64.4,67.4,69.3,66.1,2025/05/22/17:32:11
-0.042,-0.018,-0.445,-0.265,,-30.4,-29.4,-45.4,33.8,-35.2,-23.6,-29.4,-25,-26,24.8,-27.8,-26.6,,--,-3,-38.4,-10.8,7,15.2,30.6,41.8,-3.2,17,-20,-12.2,-21.6,-6,10.4,17.2,7.8,19,-1,15.8,-5.8,4.5,69,52.6,32,31.2,69.4,71.2,68.7,65,66.6,51.4,63.4,47.6,69.3,60.3,65.3,68.1,65.9,64.9,63,65.1,66.8,66,2025/05/22/17:32:21
0.007,-0.014,-0.27,0.22,,38.4,11.4,20.4,-30,5,14.6,31.4,17,37,-29.6,14.4,7,,--,-2.8,12.8,34.6,-7.6,-2.4,-22.2,-9.4,7.8,20.2,14.6,16.4,-3,14,-23.8,-15,-14.4,-3,-2.3,10.8,-6.7,3.1,35,44,38.4,31.4,71.3,73.1,67.7,65.2,68.7,58.5,66.1,52.5,70.7,59.6,67,69.3,70.9,70.7,66.2,68.1,70.4,69.2,2025/05/22/17:32:30
-0.071,-0.065,0.105,0.395,,33.6,3,17.6,-27.6,-3.4,6.6,30.2,7.2,36,-32.2,5.2,1.4,,--,-2.6,8.2,33.4,-9.4,-2.6,-16,-4,11.6,28.2,12,16.6,-6.2,9.2,-21.6,-13.6,-9.2,2,-1.4,13.8,-6.3,3.6,27.6,37.4,33.6,30.2,70.6,72.6,69,64.5,68.7,54.3,65.4,49.4,69.6,60.5,66.2,68.5,69.8,69,64.4,66.1,69,67.9,2025/05/22/17:32:39
